"model","layers","neurons","reps","threshold","algo","error.function","activation.function","avg..training.duration...sec","nof.nets","nof.errors","nof.steps","rel_harmonic_error","arith_error","rel_arith_error","rel_rms","median_rel_error","first_quartile_rel_error","third_quartile_rel_error","max_rel_error","arith_mean_rel_error_on_training_data","weigthed_arith_mean_test_rel_error","mean_in_range","q0.1_rel_arith_mean","q0.1_rel_rms","q0.9_rel_arith_mean","q0.9_rel_rms","outlier_correct_percent","net_count","nof_bagged_nets"
"tuple1",12,13,1,0.3,"rprop+","sse","logistic",3292.1,12,0,1421,1.07701656289029,6.71201685051307e-05,13.8384451161591,23.0947978220377,6.07907422312586,2.75085224065086,16.1143211594367,482.651240724425,13.8292894913867,-1,0.999883333333333,1.63582781269907,2.38532685108649,1.39595977580325,3.64974759843138,0.800736111111111,1,1
"tuple1_with_error_class_from_linreg",7,22,1,0.15,"rprop+","sse","logistic",6014.83,12,0,2187,0.597169460303468,2.48705752944861e-05,7.01285742039184,158.341727645163,4.18433114204346,1.8966348034539,8.20710685299896,87376.8166854719,6.65046374833857,-1,0.891333333333333,1.46310203419173,2.82588201556218,1.47743721218938,3.55368929274601,0.78555,1,1
