DeltaTime,fd,OpTyp,DeltaOffset,Size,Duration
0.00164464,0,R,0,1048576,0.000227147
0.000274458,1,W,0,1048576,0.00172253
0.00174314,0,R,0,1048576,0.000242651
0.000256551,1,W,0,1048576,0.00188462
0.00190421,0,R,0,1048576,0.000237949
0.000252302,1,W,0,1048576,0.00190947
0.00192946,0,R,0,1048576,0.000248182
0.000263232,1,W,0,1048576,0.00551661
0.00554178,0,R,0,1048576,0.000102001
0.000106788,1,W,0,1048576,0.000630331
0.000637731,0,R,0,1048576,8.7021e-05
9.0737e-05,1,W,0,1048576,0.000623707
0.000631546,0,R,0,1048576,8.7945e-05
9.202e-05,1,W,0,1048576,0.00635578
0.00637649,0,R,0,1048576,0.000195115
0.000201922,1,W,0,1048576,0.000623718
0.000630628,0,R,0,1048576,9.1947e-05
9.6392e-05,1,W,0,1048576,0.000602337
0.000610038,0,R,0,1048576,8.0167e-05
8.3743e-05,1,W,0,1048576,0.00626536
0.00628587,0,R,0,1048576,9.1038e-05
9.5106e-05,1,W,0,1048576,0.000576504
0.00058199,0,R,0,1048576,7.9743e-05
8.3018e-05,1,W,0,1048576,0.000568549
0.000574443,0,R,0,1048576,7.9999e-05
8.3689e-05,1,W,0,1048576,0.00665823
0.00669805,0,R,0,1048576,0.000236111
0.000245499,1,W,0,1048576,0.00137745
0.00139345,0,R,0,1048576,9.5793e-05
0.000100002,1,W,0,1048576,0.000812287
0.000831595,0,R,0,1048576,0.000239169
0.000251839,1,W,0,1048576,0.00120839
0.00121797,0,R,0,1048576,8.7217e-05
9.1032e-05,1,W,0,1048576,0.00065572
0.00067698,0,R,0,1048576,8.7322e-05
9.1678e-05,1,W,0,1048576,0.00712639
0.00715172,0,R,0,1048576,0.000105296
0.000114416,1,W,0,1048576,0.000692894
0.000703012,0,R,0,1048576,8.772e-05
9.1751e-05,1,W,0,1048576,0.000683828
0.000694483,0,R,0,1048576,8.8893e-05
9.2658e-05,1,W,0,1048576,0.00654197
0.00656623,0,R,0,1048576,0.000100413
0.000104849,1,W,0,1048576,0.000601936
0.000607231,0,R,0,1048576,7.9961e-05
8.3241e-05,1,W,0,1048576,0.000619991
0.0006267,0,R,0,1048576,8.0142e-05
8.3577e-05,1,W,0,1048576,0.00623584
0.00626088,0,R,0,1048576,0.000231743
0.000240158,1,W,0,1048576,0.00181157
0.00183547,0,R,0,1048576,0.000390482
0.000407193,1,W,0,1048576,0.00243133
0.00245791,0,R,0,1048576,0.000290095
0.000308093,1,W,0,1048576,0.00242877
0.00245258,0,R,0,1048576,0.00030314
0.000319936,1,W,0,1048576,0.00237175
0.00239632,0,R,0,1048576,0.000290381
0.000309549,1,W,0,1048576,0.00292381
0.00295516,0,R,0,1048576,0.000368169
0.000386111,1,W,0,1048576,0.00154842
0.00157316,0,R,0,1048576,0.000129183
0.000137643,1,W,0,1048576,0.0609293
0.0609656,0,R,0,1048576,0.000113216
0.000118611,1,W,0,1048576,0.000862508
0.000879977,0,R,0,1048576,9.4545e-05
9.9177e-05,1,W,0,1048576,0.0012594
0.00128107,0,R,0,1048576,0.000230769
0.000265572,1,W,0,1048576,0.00134836
0.00136506,0,R,0,1048576,0.000149207
0.00015439,1,W,0,1048576,0.000747433
0.000762494,0,R,0,1048576,8.9567e-05
9.3856e-05,1,W,0,1048576,0.000680894
0.000688272,0,R,0,1048576,8.6925e-05
9.0602e-05,1,W,0,1048576,0.000675024
0.000683882,0,R,0,1048576,8.688e-05
9.0601e-05,1,W,0,1048576,0.000730453
0.000740829,0,R,0,1048576,8.7106e-05
9.1583e-05,1,W,0,1048576,0.00109386
0.00111326,0,R,0,1048576,9.1631e-05
9.7597e-05,1,W,0,1048576,0.000684312
0.00069335,0,R,0,1048576,8.71e-05
9.0985e-05,1,W,0,1048576,0.000716133
0.000724701,0,R,0,1048576,8.7565e-05
9.1395e-05,1,W,0,1048576,0.000752985
0.000768555,0,R,0,1048576,8.8498e-05
9.2444e-05,1,W,0,1048576,0.000707975
0.000716569,0,R,0,1048576,8.7046e-05
9.095e-05,1,W,0,1048576,0.000714927
0.000723688,0,R,0,1048576,8.7397e-05
9.1622e-05,1,W,0,1048576,0.000786128
0.00080372,0,R,0,1048576,9.249e-05
9.6539e-05,1,W,0,1048576,0.00085531
0.000872755,0,R,0,1048576,8.9254e-05
9.3925e-05,1,W,0,1048576,0.000726801
0.000734776,0,R,0,1048576,8.6745e-05
9.0361e-05,1,W,0,1048576,0.000675043
0.000681251,0,R,0,1048576,8.6453e-05
8.9932e-05,1,W,0,1048576,0.000847037
0.000862079,0,R,0,1048576,9.9667e-05
0.000107275,1,W,0,1048576,0.000971684
0.00100182,0,R,0,1048576,9.562e-05
0.000102483,1,W,0,1048576,0.000681584
0.000688428,0,R,0,1048576,8.6812e-05
9.0504e-05,1,W,0,1048576,0.000644218
0.000650388,0,R,0,1048576,8.7001e-05
9.059e-05,1,W,0,1048576,0.000715272
0.000728158,0,R,0,1048576,8.7981e-05
9.1947e-05,1,W,0,1048576,0.00668735
0.00671259,0,R,0,1048576,9.9277e-05
0.000103446,1,W,0,1048576,0.00752501
0.00756081,0,R,0,1048576,0.000242568
0.000256592,1,W,0,1048576,0.00152715
0.00154387,0,R,0,1048576,0.000231013
0.000238923,1,W,0,1048576,0.00626373
0.00627944,0,R,0,1048576,8.2973e-05
8.6764e-05,1,W,0,1048576,0.000610172
0.000615925,0,R,0,1048576,7.9944e-05
8.3405e-05,1,W,0,1048576,0.00802308
0.00805277,0,R,0,1048576,0.000244228
0.000258187,1,W,0,1048576,0.006707
0.00672812,0,R,0,1048576,0.000104476
0.000112558,1,W,0,1048576,0.000966529
0.000978627,0,R,0,1048576,0.000105348
0.000113427,1,W,0,1048576,0.00726023
0.00730326,0,R,0,1048576,0.000156995
0.000166575,1,W,0,1048576,0.00738846
0.00741367,0,R,0,1048576,0.000232228
0.000241307,1,W,0,1048576,0.00146484
0.00148138,0,R,0,1048576,0.000231006
0.000238788,1,W,0,1048576,0.00625185
0.00627956,0,R,0,1048576,0.000122456
0.000130835,1,W,0,1048576,0.00736108
0.00739231,0,R,0,1048576,0.000253582
0.000318582,1,W,0,1048576,0.000837677
0.00084685,0,R,0,1048576,8.8269e-05
9.1967e-05,1,W,0,1048576,0.00707268
0.00710629,0,R,0,1048576,0.000141926
0.0001492,1,W,0,1048576,0.000957665
0.000976421,0,R,0,1048576,0.000124493
0.000132918,1,W,0,1048576,0.00762274
0.00765958,0,R,0,1048576,0.000173073
0.000185907,1,W,0,1048576,0.00675899
0.00677768,0,R,0,1048576,0.000118435
0.000124294,1,W,0,1048576,0.000957663
0.000972863,0,R,0,1048576,0.000115721
0.000120467,1,W,0,1048576,0.00726903
0.00729089,0,R,0,1048576,0.000147974
0.000156856,1,W,0,1048576,0.00723272
0.00726261,0,R,0,1048576,0.000150772
0.000160203,1,W,0,1048576,0.00084807
0.000867385,0,R,0,1048576,8.8298e-05
9.334e-05,1,W,0,1048576,0.00710556
0.00713408,0,R,0,1048576,9.811e-05
0.000103835,1,W,0,1048576,0.00742008
0.00743461,0,R,0,1048576,8.9837e-05
9.4032e-05,1,W,0,1048576,0.000670185
0.000682427,0,R,0,1048576,8.0871e-05
8.5043e-05,1,W,0,1048576,0.00792407
0.00794848,0,R,0,1048576,0.000230422
0.000240022,1,W,0,1048576,0.00683341
0.00685749,0,R,0,1048576,0.000129243
0.000134372,1,W,0,1048576,0.000617464
0.000625763,0,R,0,1048576,8.0592e-05
8.4086e-05,1,W,0,1048576,0.00772663
0.00774933,0,R,0,1048576,0.000331334
0.000341183,1,W,0,1048576,0.00119341
0.00121923,0,R,0,1048576,0.000188618
0.000195766,1,W,0,1048576,0.00630504
0.00633382,0,R,0,1048576,9.9896e-05
0.000107792,1,W,0,1048576,0.00752065
0.00755559,0,R,0,1048576,0.000159478
0.000165672,1,W,0,1048576,0.000815671
0.000823476,0,R,0,1048576,0.000122467
0.00012713,1,W,0,1048576,0.00705462
0.00707654,0,R,0,1048576,9.522e-05
0.000100211,1,W,0,1048576,0.0075577
0.00758186,0,R,0,1048576,0.00011325
0.000117988,1,W,0,1048576,0.000630379
0.000637395,0,R,0,1048576,8.0164e-05
8.372e-05,1,W,0,1048576,0.0580026
0.0580437,0,R,0,1048576,0.000132281
0.000139626,1,W,0,1048576,0.158348
0.158389,0,R,0,1048576,0.000165424
0.000172989,1,W,0,1048576,0.000984044
0.00100422,0,R,0,1048576,0.000128183
0.000135025,1,W,0,1048576,0.00102727
0.00104274,0,R,0,1048576,0.000124055
0.000131252,1,W,0,1048576,0.00105262
0.00107543,0,R,0,1048576,9.6189e-05
0.000100869,1,W,0,1048576,0.000820516
0.000832209,0,R,0,1048576,8.8038e-05
9.2171e-05,1,W,0,1048576,0.000699467
0.000707231,0,R,0,1048576,0.000159751
0.000165683,1,W,0,1048576,0.000666833
0.00067254,0,R,0,1048576,0.000129857
0.00013519,1,W,0,1048576,0.000750937
0.000762833,0,R,0,1048576,8.7822e-05
9.5093e-05,1,W,0,1048576,0.000699281
0.000709045,0,R,0,1048576,8.6838e-05
0.000106091,1,W,0,1048576,0.000696979
0.000703394,0,R,0,1048576,8.6494e-05
8.991e-05,1,W,0,1048576,0.000646372
0.000653177,0,R,0,1048576,8.6692e-05
9.072e-05,1,W,0,1048576,0.000686096
0.000692878,0,R,0,1048576,0.000117661
0.000123135,1,W,0,1048576,0.00066818
0.000673936,0,R,0,1048576,8.6827e-05
9.0724e-05,1,W,0,1048576,0.000660541
0.000666369,0,R,0,1048576,8.6358e-05
8.9741e-05,1,W,0,1048576,0.000644467
0.000650122,0,R,0,1048576,8.6371e-05
8.9797e-05,1,W,0,1048576,0.000678518
0.000684611,0,R,0,1048576,8.6461e-05
9.0041e-05,1,W,0,1048576,0.000718902
0.000729639,0,R,0,1048576,8.6979e-05
9.076e-05,1,W,0,1048576,0.000715451
0.000725067,0,R,0,1048576,8.6949e-05
9.0966e-05,1,W,0,1048576,0.000672747
0.0006787,0,R,0,1048576,8.6779e-05
9.0671e-05,1,W,0,1048576,0.000665764
0.000672748,0,R,0,1048576,8.7098e-05
9.0859e-05,1,W,0,1048576,0.000830779
0.000848247,0,R,0,1048576,9.2602e-05
9.6914e-05,1,W,0,1048576,0.000667273
0.000672903,0,R,0,1048576,8.6694e-05
9.015e-05,1,W,0,1048576,0.000747904
0.000758466,0,R,0,1048576,8.7255e-05
9.2324e-05,1,W,0,1048576,0.000658274
0.000664081,0,R,0,1048576,8.0787e-05
8.4269e-05,1,W,0,1048576,0.000780083
0.000795631,0,R,0,1048576,8.963e-05
9.4248e-05,1,W,0,1048576,0.000634171
0.000649738,0,R,0,1048576,8.0305e-05
8.4067e-05,1,W,0,1048576,0.000617011
0.000622737,0,R,0,1048576,8.0146e-05
8.3459e-05,1,W,0,1048576,0.000715358
0.000724185,0,R,0,1048576,8.0689e-05
8.4509e-05,1,W,0,1048576,0.000649818
0.000657089,0,R,0,1048576,8.0556e-05
8.4184e-05,1,W,0,1048576,0.000654707
0.000662403,0,R,0,1048576,8.0248e-05
8.3616e-05,1,W,0,1048576,0.00061561
0.000621059,0,R,0,1048576,8.0095e-05
8.3226e-05,1,W,0,1048576,0.000726733
0.000736769,0,R,0,1048576,8.6218e-05
9.0943e-05,1,W,0,1048576,0.000635674
0.000641029,0,R,0,1048576,8.007e-05
8.365e-05,1,W,0,1048576,0.000796803
0.000809006,0,R,0,1048576,8.8207e-05
9.1999e-05,1,W,0,1048576,0.000736674
0.000746609,0,R,0,1048576,8.7063e-05
9.0687e-05,1,W,0,1048576,0.000698874
0.000707824,0,R,0,1048576,8.6623e-05
9.0145e-05,1,W,0,1048576,0.000750816
0.000761005,0,R,0,1048576,8.7216e-05
9.1176e-05,1,W,0,1048576,0.00069307
0.000700747,0,R,0,1048576,8.5087e-05
9.1089e-05,1,W,0,1048576,0.000616588
0.00062421,0,R,0,1048576,8.0249e-05
8.3493e-05,1,W,0,1048576,0.000610826
0.00061652,0,R,0,1048576,8.0158e-05
8.3495e-05,1,W,0,1048576,0.000669066
0.000677985,0,R,0,1048576,8.0136e-05
8.3783e-05,1,W,0,1048576,0.000699862
0.000710869,0,R,0,1048576,8.7074e-05
0.000106738,1,W,0,1048576,0.0010094
0.00103374,0,R,0,1048576,0.000231962
0.00024066,1,W,0,1048576,0.00143776
0.0014504,0,R,0,1048576,0.000223094
0.000228002,1,W,0,1048576,0.000970932
0.000984962,0,R,0,1048576,8.8686e-05
9.271e-05,1,W,0,1048576,0.000695905
0.00070688,0,R,0,1048576,8.7787e-05
9.1766e-05,1,W,0,1048576,0.000681255
0.000690836,0,R,0,1048576,8.897e-05
9.2689e-05,1,W,0,1048576,0.000662351
0.000674325,0,R,0,1048576,8.8509e-05
9.264e-05,1,W,0,1048576,0.000678689
0.000687811,0,R,0,1048576,8.8603e-05
9.2513e-05,1,W,0,1048576,0.000678343
0.000687377,0,R,0,1048576,8.7891e-05
9.1782e-05,1,W,0,1048576,0.000764846
0.000781515,0,R,0,1048576,9.0549e-05
9.48e-05,1,W,0,1048576,0.000734291
0.000754239,0,R,0,1048576,8.9753e-05
9.3717e-05,1,W,0,1048576,0.000672611
0.000686195,0,R,0,1048576,8.7712e-05
9.1548e-05,1,W,0,1048576,0.000689871
0.000700626,0,R,0,1048576,8.7573e-05
9.1111e-05,1,W,0,1048576,0.000767416
0.000778043,0,R,0,1048576,8.8105e-05
9.2004e-05,1,W,0,1048576,0.0008939
0.000909094,0,R,0,1048576,8.8799e-05
9.2767e-05,1,W,0,1048576,0.00823177
0.00826327,0,R,0,1048576,9.0433e-05
9.6075e-05,1,W,0,1048576,0.00766851
0.00770196,0,R,0,1048576,0.000112462
0.000117248,1,W,0,1048576,0.00813805
0.00821576,0,R,0,1048576,0.000349449
0.000363598,1,W,0,1048576,0.00683745
0.00687226,0,R,0,1048576,0.000182225
0.000189477,1,W,0,1048576,0.00128751
0.00130608,0,R,0,1048576,0.000102037
0.000106964,1,W,0,1048576,0.00719888
0.00722907,0,R,0,1048576,8.876e-05
9.3968e-05,1,W,0,1048576,0.00748206
0.00751362,0,R,0,1048576,0.000107149
0.000115903,1,W,0,1048576,0.0078321
0.00786137,0,R,0,1048576,0.000146077
0.000152412,1,W,0,1048576,0.00779964
0.00782896,0,R,0,1048576,0.000170884
0.000179659,1,W,0,1048576,0.00725203
0.00728758,0,R,0,1048576,0.000237328
0.000247249,1,W,0,1048576,0.00158308
0.00159403,0,R,0,1048576,0.000109423
0.000120516,1,W,0,1048576,0.00657084
0.00659554,0,R,0,1048576,8.8824e-05
9.8717e-05,1,W,0,1048576,0.00843241
0.00847004,0,R,0,1048576,0.000186224
0.000195272,1,W,0,1048576,0.00701164
0.00704068,0,R,0,1048576,0.000101739
0.000107493,1,W,0,1048576,0.0080231
0.00805712,0,R,0,1048576,0.000267758
0.000280056,1,W,0,1048576,0.00769116
0.00773069,0,R,0,1048576,0.000220938
0.00023392,1,W,0,1048576,0.00193071
0.0019534,0,R,0,1048576,0.000187103
0.000199746,1,W,0,1048576,0.00660006
0.00663886,0,R,0,1048576,0.00034954
0.000365152,1,W,0,1048576,0.00746553
0.00750124,0,R,0,1048576,0.00024173
0.000286438,1,W,0,1048576,0.0067148
0.00674338,0,R,0,1048576,0.000115063
0.00012004,1,W,0,1048576,0.00757964
0.00760871,0,R,0,1048576,0.000125215
0.000130582,1,W,0,1048576,0.0079838
0.00802867,0,R,0,1048576,0.000244582
0.00025895,1,W,0,1048576,0.0073828
0.00740769,0,R,0,1048576,0.000176508
0.000183834,1,W,0,1048576,0.00144889
0.00146111,0,R,0,1048576,0.000173445
0.000179693,1,W,0,1048576,0.00787512
0.00790218,0,R,0,1048576,0.000208621
0.000216988,1,W,0,1048576,0.00672985
0.00675333,0,R,0,1048576,9.4072e-05
9.86e-05,1,W,0,1048576,0.00857273
0.00860834,0,R,0,1048576,0.000242635
0.000256422,1,W,0,1048576,0.0070328
0.00706306,0,R,0,1048576,0.000145799
0.000155045,1,W,0,1048576,0.00754871
0.00758253,0,R,0,1048576,0.000145093
0.000150326,1,W,0,1048576,0.00773191
0.00775796,0,R,0,1048576,0.000123548
0.000128548,1,W,0,1048576,0.00818705
0.00822189,0,R,0,1048576,0.000242411
0.000256229,1,W,0,1048576,0.00736599
0.00739864,0,R,0,1048576,0.000175718
0.000183354,1,W,0,1048576,0.00741339
0.0074481,0,R,0,1048576,0.000148135
0.000155819,1,W,0,1048576,0.00786366
0.00789712,0,R,0,1048576,0.00022614
0.000233992,1,W,0,1048576,0.00756435
0.00759567,0,R,0,1048576,0.000144857
0.00015055,1,W,0,1048576,0.000942089
0.000966494,0,R,0,1048576,0.000105094
0.000109744,1,W,0,1048576,0.00758767
0.00761394,0,R,0,1048576,9.1653e-05
9.6415e-05,1,W,0,1048576,0.00799513
0.00802377,0,R,0,1048576,9.6801e-05
0.000101762,1,W,0,1048576,0.00842632
0.00855901,0,R,0,1048576,0.000217614
0.000232711,1,W,0,1048576,0.00785544
0.00789848,0,R,0,1048576,0.000254922
0.00026825,1,W,0,1048576,0.00713147
0.00716193,0,R,0,1048576,0.000179104
0.000189861,1,W,0,1048576,0.00751093
0.00753854,0,R,0,1048576,0.000120123
0.000126816,1,W,0,1048576,0.00828141
0.00831347,0,R,0,1048576,0.000308294
0.000322781,1,W,0,1048576,0.00693073
0.00696834,0,R,0,1048576,0.000157468
0.000165808,1,W,0,1048576,0.00769982
0.0077339,0,R,0,1048576,0.000183742
0.000194484,1,W,0,1048576,0.00766474
0.00769458,0,R,0,1048576,0.000117679
0.000122551,1,W,0,1048576,0.00839729
0.0084374,0,R,0,1048576,0.000165411
0.000172702,1,W,0,1048576,0.0112112
0.0112446,0,R,0,1048576,0.000126487
0.00013139,1,W,0,1048576,0.000759478
0.000766734,0,R,0,1048576,9.1142e-05
9.5869e-05,1,W,0,1048576,0.00744959
0.00747705,0,R,0,1048576,8.3777e-05
8.8281e-05,1,W,0,1048576,0.00788323
0.0079097,0,R,0,1048576,8.4497e-05
9.436e-05,1,W,0,1048576,0.00776507
0.00777847,0,R,0,1048576,8.2039e-05
0.000102262,1,W,0,1048576,0.00907099
0.00910387,0,R,0,1048576,0.000227226
0.000238378,1,W,0,1048576,0.00724666
0.00726969,0,R,0,1048576,0.000174144
0.000181106,1,W,0,1048576,0.0142724
0.0143054,0,R,0,1048576,0.000133206
0.000139015,1,W,0,1048576,0.00790513
0.0079331,0,R,0,1048576,0.000162779
0.000169013,1,W,0,1048576,0.0078552
0.00789303,0,R,0,1048576,0.000185264
0.000192768,1,W,0,1048576,0.00777533
0.00780693,0,R,0,1048576,0.000165343
0.000174602,1,W,0,1048576,0.00771787
0.00775141,0,R,0,1048576,0.000136321
0.000142508,1,W,0,1048576,0.00793781
0.00795558,0,R,0,1048576,0.000108661
0.000113335,1,W,0,1048576,0.0079668
0.00799676,0,R,0,1048576,0.000124226
0.000130011,1,W,0,1048576,0.00773533
0.0077614,0,R,0,1048576,0.000125358
0.000130397,1,W,0,1048576,0.007963
0.00799586,0,R,0,1048576,0.000134589
0.000140193,1,W,0,1048576,0.00795122
0.00797975,0,R,0,1048576,0.000233787
0.000242422,1,W,0,1048576,0.00827662
0.00830691,0,R,0,1048576,0.000231945
0.000241559,1,W,0,1048576,0.00720114
0.0072174,0,R,0,1048576,8.3085e-05
8.7139e-05,1,W,0,1048576,0.00794332
0.00796384,0,R,0,1048576,9.1043e-05
9.5464e-05,1,W,0,1048576,0.00780333
0.00782284,0,R,0,1048576,0.000105382
0.000112891,1,W,0,1048576,0.00796388
0.00801913,0,R,0,1048576,0.000127223
0.000133166,1,W,0,1048576,0.00840608
0.00843231,0,R,0,1048576,0.000190012
0.00019734,1,W,0,1048576,0.00732648
0.0073461,0,R,0,1048576,9.2118e-05
9.743e-05,1,W,0,1048576,0.00894927
0.00897733,0,R,0,1048576,0.000185382
0.000193532,1,W,0,1048576,0.00690111
0.00693219,0,R,0,1048576,0.000109889
0.000114991,1,W,0,1048576,0.00867985
0.00871339,0,R,0,1048576,0.000232345
0.000241091,1,W,0,1048576,0.00689358
0.00690992,0,R,0,1048576,8.1658e-05
8.5824e-05,1,W,0,1048576,0.0152449
0.0152773,0,R,0,1048576,9.0471e-05
9.7024e-05,1,W,0,1048576,0.00791947
0.00793593,0,R,0,1048576,8.4375e-05
8.8323e-05,1,W,0,1048576,0.00825418
0.00829404,0,R,0,1048576,0.00023745
0.000247231,1,W,0,1048576,0.00755794
0.00758078,0,R,0,1048576,0.000104341
0.00010889,1,W,0,1048576,0.00793496
0.00795768,0,R,0,1048576,9.136e-05
9.7686e-05,1,W,0,1048576,0.00790124
0.00791603,0,R,0,1048576,8.2743e-05
8.6535e-05,1,W,0,1048576,0.00806884
0.00810316,0,R,0,1048576,0.000111435
0.000118116,1,W,0,1048576,0.00790785
0.00793691,0,R,0,1048576,9.7916e-05
0.000102395,1,W,0,1048576,0.00783442
0.0078516,0,R,0,1048576,8.9e-05
9.3479e-05,1,W,0,1048576,0.0152025
0.0152346,0,R,0,1048576,0.000121397
1.98374,1,W,0,1048576,0.00102381
0.00105521,0,R,0,1048576,0.000108665
0.000116049,1,W,0,1048576,0.134162
0.134195,0,R,0,1048576,0.000232537
0.000238764,1,W,0,1048576,0.00086649
0.000887513,0,R,0,1048576,0.000107985
0.000111849,1,W,0,1048576,0.00104962
0.00106769,0,R,0,1048576,9.5952e-05
0.000100964,1,W,0,1048576,0.000870739
0.000890384,0,R,0,1048576,9.5803e-05
9.9949e-05,1,W,0,1048576,0.000965171
0.000985352,0,R,0,1048576,9.4882e-05
9.9425e-05,1,W,0,1048576,0.00102124
0.00104167,0,R,0,1048576,0.000126912
0.00013616,1,W,0,1048576,0.000768515
0.000778953,0,R,0,1048576,8.0338e-05
8.393e-05,1,W,0,1048576,0.000673172
0.000679745,0,R,0,1048576,7.9991e-05
8.3387e-05,1,W,0,1048576,0.000811283
0.000821066,0,R,0,1048576,8.0562e-05
8.3992e-05,1,W,0,1048576,0.000738474
0.000747429,0,R,0,1048576,8.6943e-05
9.0531e-05,1,W,0,1048576,0.000836209
0.000848579,0,R,0,1048576,8.1162e-05
8.4743e-05,1,W,0,1048576,0.000711059
0.000717791,0,R,0,1048576,9.2016e-05
9.6866e-05,1,W,0,1048576,0.00087434
0.000889022,0,R,0,1048576,0.000104492
0.000111692,1,W,0,1048576,0.00103444
0.00104458,0,R,0,1048576,0.000103314
0.00011114,1,W,0,1048576,0.00108978
0.00110191,0,R,0,1048576,0.000108663
0.000116438,1,W,0,1048576,0.00114257
0.00117077,0,R,0,1048576,0.000117022
0.000124587,1,W,0,1048576,0.00112426
0.00113885,0,R,0,1048576,0.00011473
0.000121925,1,W,0,1048576,0.00119178
0.00120514,0,R,0,1048576,0.000134352
0.000142326,1,W,0,1048576,0.00108219
0.00110023,0,R,0,1048576,0.000104044
0.00011173,1,W,0,1048576,0.000934211
0.000952065,0,R,0,1048576,8.941e-05
9.3545e-05,1,W,0,1048576,0.00080027
0.000812681,0,R,0,1048576,8.7392e-05
9.1098e-05,1,W,0,1048576,0.000670202
0.000677962,0,R,0,1048576,8.0307e-05
8.3949e-05,1,W,0,1048576,0.000673372
0.000679887,0,R,0,1048576,8.0505e-05
8.4226e-05,1,W,0,1048576,0.00670861
0.00672757,0,R,0,1048576,8.254e-05
8.6461e-05,1,W,0,1048576,0.00774228
0.00776145,0,R,0,1048576,0.000103325
0.000110491,1,W,0,1048576,0.00787171
0.00789157,0,R,0,1048576,0.000111903
0.000120611,1,W,0,1048576,0.00765247
0.00769037,0,R,0,1048576,0.000154337
0.000160683,1,W,0,1048576,0.0077929
0.00780842,0,R,0,1048576,8.8314e-05
9.2611e-05,1,W,0,1048576,0.0077464
0.00777751,0,R,0,1048576,0.000197212
0.000209029,1,W,0,1048576,0.00134213
0.00135289,0,R,0,1048576,0.000203565
0.000211234,1,W,0,1048576,0.00692986
0.00694227,0,R,0,1048576,8.2069e-05
8.5882e-05,1,W,0,1048576,0.00774507
0.00778095,0,R,0,1048576,0.000102387
0.000107976,1,W,0,1048576,0.00783105
0.00786561,0,R,0,1048576,9.5454e-05
0.000100206,1,W,0,1048576,0.00768443
0.00770311,0,R,0,1048576,9.2808e-05
9.7792e-05,1,W,0,1048576,0.00789461
0.00790837,0,R,0,1048576,9.815e-05
0.00010521,1,W,0,1048576,0.00815527
0.00817638,0,R,0,1048576,0.000189066
0.000196548,1,W,0,1048576,0.00756055
0.00757328,0,R,0,1048576,8.327e-05
8.7041e-05,1,W,0,1048576,0.00772616
0.00776179,0,R,0,1048576,0.000132747
0.000138698,1,W,0,1048576,0.00767347
0.00769745,0,R,0,1048576,0.000108201
0.000112723,1,W,0,1048576,0.00787228
0.00790427,0,R,0,1048576,0.00014905
0.000157148,1,W,0,1048576,0.00773685
0.00776877,0,R,0,1048576,0.000132363
0.000137238,1,W,0,1048576,0.0079057
0.00793828,0,R,0,1048576,0.000139888
0.000147084,1,W,0,1048576,0.00770355
0.00773851,0,R,0,1048576,0.000177514
0.00018399,1,W,0,1048576,0.00791224
0.00793206,0,R,0,1048576,0.000126035
0.00013149,1,W,0,1048576,0.00768179
0.00770793,0,R,0,1048576,0.000151516
0.000156694,1,W,0,1048576,0.000695627
0.000708858,0,R,0,1048576,9.9266e-05
0.000106551,1,W,0,1048576,0.00838967
0.00841363,0,R,0,1048576,0.000188901
0.00019618,1,W,0,1048576,0.00709461
0.0071128,0,R,0,1048576,8.2981e-05
8.7099e-05,1,W,0,1048576,0.0079434
0.00797362,0,R,0,1048576,0.000153918
0.000180336,1,W,0,1048576,0.00767643
0.00770835,0,R,0,1048576,0.000104156
0.00011216,1,W,0,1048576,0.00813669
0.00815524,0,R,0,1048576,0.000161855
0.000168173,1,W,0,1048576,0.00789727
0.00793804,0,R,0,1048576,0.000238675
0.000253013,1,W,0,1048576,0.00733861
0.00736884,0,R,0,1048576,0.000123073
0.000131968,1,W,0,1048576,0.00762978
0.00766894,0,R,0,1048576,0.000139651
0.000146947,1,W,0,1048576,0.0076911
0.00770896,0,R,0,1048576,8.8434e-05
9.281e-05,1,W,0,1048576,0.00794572
0.00797352,0,R,0,1048576,0.000166499
0.000176547,1,W,0,1048576,0.00762126
0.00763479,0,R,0,1048576,8.2602e-05
8.719e-05,1,W,0,1048576,0.00788968
0.00792551,0,R,0,1048576,0.00021562
0.000223798,1,W,0,1048576,0.00760084
0.00763307,0,R,0,1048576,0.000124954
0.000130968,1,W,0,1048576,0.000648361
0.000656427,0,R,0,1048576,8.6374e-05
9.0853e-05,1,W,0,1048576,0.00848344
0.00851345,0,R,0,1048576,0.00019106
0.000202372,1,W,0,1048576,0.00708465
0.00711661,0,R,0,1048576,9.1251e-05
9.5696e-05,1,W,0,1048576,0.00809373
0.00812076,0,R,0,1048576,0.000174959
0.000181771,1,W,0,1048576,0.00801985
0.00804625,0,R,0,1048576,0.00020854
0.000217184,1,W,0,1048576,0.00718584
0.00722228,0,R,0,1048576,0.000112056
0.000118956,1,W,0,1048576,0.0081942
0.00825414,0,R,0,1048576,0.000334402
0.000346616,1,W,0,1048576,0.0566841
0.0567227,0,R,0,1048576,0.000135459
0.000142822,1,W,0,1048576,0.0010047
0.00102155,0,R,0,1048576,9.2508e-05
9.6696e-05,1,W,0,1048576,0.00132003
0.00134635,0,R,0,1048576,0.000162514
0.000169122,1,W,0,1048576,0.00119783
0.00120933,0,R,0,1048576,0.000160278
0.000166571,1,W,0,1048576,0.00119893
0.00121012,0,R,0,1048576,0.000160317
0.00016601,1,W,0,1048576,0.00124117
0.00125533,0,R,0,1048576,0.00016062
0.000166652,1,W,0,1048576,0.00120408
0.00121324,0,R,0,1048576,0.000159896
0.000165361,1,W,0,1048576,0.00118601
