DeltaTime,fd,OpTyp,DeltaOffset,Size,Duration
0.00119553,0,R,0,1048576,0.000160502
0.000166394,1,W,0,1048576,0.0012705
0.00128954,0,R,0,1048576,0.000167255
0.000176729,1,W,0,1048576,0.00693686
0.00696599,0,R,0,1048576,0.000128769
0.000133775,1,W,0,1048576,0.00776309
0.007795,0,R,0,1048576,0.000135864
0.000141597,1,W,0,1048576,0.0077056
0.00772808,0,R,0,1048576,0.000230471
0.000239734,1,W,0,1048576,0.0016245
0.00163877,0,R,0,1048576,0.000229893
0.000237713,1,W,0,1048576,0.00678527
0.00681559,0,R,0,1048576,9.2697e-05
0.00010255,1,W,0,1048576,0.00773575
0.00776773,0,R,0,1048576,0.000101414
0.000106319,1,W,0,1048576,0.0083291
0.00836903,0,R,0,1048576,0.000232345
0.000271357,1,W,0,1048576,0.00708793
0.00710633,0,R,0,1048576,8.6795e-05
9.0972e-05,1,W,0,1048576,0.0078849
0.00790943,0,R,0,1048576,0.00017874
0.000186592,1,W,0,1048576,0.00769693
0.00772839,0,R,0,1048576,0.000130531
0.000138349,1,W,0,1048576,0.0075091
0.00753484,0,R,0,1048576,0.000112417
0.000118144,1,W,0,1048576,0.00794089
0.00795874,0,R,0,1048576,0.000100985
0.000107978,1,W,0,1048576,0.00798537
0.0080224,0,R,0,1048576,0.00016181
0.000171016,1,W,0,1048576,0.00774972
0.00778848,0,R,0,1048576,0.000180563
0.000186437,1,W,0,1048576,0.00749162
0.00751819,0,R,0,1048576,0.000144062
0.000148628,1,W,0,1048576,0.00769084
0.00771495,0,R,0,1048576,0.000102383
0.000109024,1,W,0,1048576,0.000844615
0.000858028,0,R,0,1048576,0.000116634
0.000123356,1,W,0,1048576,0.00814685
0.00818516,0,R,0,1048576,9.3274e-05
0.000100156,1,W,0,1048576,0.00818795
0.00821904,0,R,0,1048576,0.000214242
0.000225808,1,W,0,1048576,0.00679202
0.00681199,0,R,0,1048576,8.3318e-05
8.7944e-05,1,W,0,1048576,0.00838334
0.00841172,0,R,0,1048576,0.000242929
0.000257984,1,W,0,1048576,0.00721627
0.00724811,0,R,0,1048576,0.00011805
0.000122841,1,W,0,1048576,0.00812416
0.00815736,0,R,0,1048576,0.00019139
0.000199192,1,W,0,1048576,0.00736645
0.00739474,0,R,0,1048576,8.5386e-05
8.9542e-05,1,W,0,1048576,0.00765583
0.0076753,0,R,0,1048576,8.7458e-05
9.3943e-05,1,W,0,1048576,0.00804507
0.00806716,0,R,0,1048576,0.000166427
0.000171949,1,W,0,1048576,0.00761752
0.00764454,0,R,0,1048576,0.000105754
0.000110745,1,W,0,1048576,0.00773518
0.00776855,0,R,0,1048576,0.000174879
0.000180188,1,W,0,1048576,0.00776059
0.00779872,0,R,0,1048576,0.000128075
0.000133747,1,W,0,1048576,0.000695395
0.00070203,0,R,0,1048576,8.02e-05
8.3841e-05,1,W,0,1048576,0.00793188
0.00795509,0,R,0,1048576,0.000108528
0.000115261,1,W,0,1048576,0.00848481
0.00851943,0,R,0,1048576,0.000276746
0.000296937,1,W,0,1048576,0.00687179
0.00690503,0,R,0,1048576,0.000127203
0.000135917,1,W,0,1048576,0.00763503
0.00766548,0,R,0,1048576,0.000235533
0.000247553,1,W,0,1048576,0.00753916
0.0075709,0,R,0,1048576,0.000115568
0.000120767,1,W,0,1048576,0.00833022
0.00836934,0,R,0,1048576,0.000236749
0.000246263,1,W,0,1048576,0.00716704
0.00719372,0,R,0,1048576,0.000115813
0.000120653,1,W,0,1048576,0.00786746
0.00789932,0,R,0,1048576,0.000215469
0.000222509,1,W,0,1048576,0.00772769
0.00774751,0,R,0,1048576,0.000151041
0.000157438,1,W,0,1048576,0.00763005
0.00765051,0,R,0,1048576,9.4973e-05
0.000115525,1,W,0,1048576,0.0573545
0.0573908,0,R,0,1048576,0.000191192
0.000200292,1,W,0,1048576,0.000915063
0.000933547,0,R,0,1048576,9.3788e-05
9.8692e-05,1,W,0,1048576,0.000845705
0.000860882,0,R,0,1048576,0.000129838
0.000137276,1,W,0,1048576,0.000822432
0.00083849,0,R,0,1048576,0.000121656
0.000130101,1,W,0,1048576,0.000797232
0.000810298,0,R,0,1048576,8.8676e-05
9.2685e-05,1,W,0,1048576,0.000991589
0.00101275,0,R,0,1048576,0.000110177
0.000119217,1,W,0,1048576,0.000800641
0.000811828,0,R,0,1048576,8.8093e-05
9.2241e-05,1,W,0,1048576,0.000853196
0.000866208,0,R,0,1048576,8.8114e-05
9.2293e-05,1,W,0,1048576,0.000857529
0.000872348,0,R,0,1048576,8.8698e-05
9.2738e-05,1,W,0,1048576,0.0064535
0.0064713,0,R,0,1048576,8.9702e-05
9.4437e-05,1,W,0,1048576,0.00798849
0.00801286,0,R,0,1048576,0.000231784
0.000240316,1,W,0,1048576,0.0074607
0.00748533,0,R,0,1048576,0.000134334
0.000142803,1,W,0,1048576,0.000720069
0.000730875,0,R,0,1048576,8.0478e-05
8.4241e-05,1,W,0,1048576,0.00861004
0.00864583,0,R,0,1048576,0.00023166
0.000240433,1,W,0,1048576,0.00675664
0.00677955,0,R,0,1048576,9.2408e-05
9.9318e-05,1,W,0,1048576,0.00822637
0.00825866,0,R,0,1048576,0.000110158
0.000114999,1,W,0,1048576,0.00741742
0.00745746,0,R,0,1048576,0.00010279
0.000107966,1,W,0,1048576,0.00778691
0.00780533,0,R,0,1048576,8.5107e-05
8.9514e-05,1,W,0,1048576,0.0079595
0.00797828,0,R,0,1048576,0.000139501
0.000144999,1,W,0,1048576,0.00753455
0.00756627,0,R,0,1048576,0.000127716
0.000132604,1,W,0,1048576,0.00773255
0.00776129,0,R,0,1048576,0.000125076
0.000129835,1,W,0,1048576,0.00802868
0.00804683,0,R,0,1048576,9.3361e-05
9.7899e-05,1,W,0,1048576,0.0076597
0.00767537,0,R,0,1048576,8.7181e-05
9.1355e-05,1,W,0,1048576,0.00769598
0.00772525,0,R,0,1048576,0.000144687
0.000149743,1,W,0,1048576,0.000777615
0.000788604,0,R,0,1048576,8.887e-05
9.3614e-05,1,W,0,1048576,0.00791253
0.00794168,0,R,0,1048576,8.8247e-05
9.3091e-05,1,W,0,1048576,0.00802688
0.00805646,0,R,0,1048576,0.0001893
0.000196761,1,W,0,1048576,0.00734724
0.00736534,0,R,0,1048576,8.3747e-05
8.7538e-05,1,W,0,1048576,0.00816468
0.00819441,0,R,0,1048576,0.000129565
0.000137129,1,W,0,1048576,0.0158994
0.0159341,0,R,0,1048576,9.5806e-05
0.000100339,1,W,0,1048576,0.000798225
0.00081078,0,R,0,1048576,8.8842e-05
9.2739e-05,1,W,0,1048576,0.00635172
0.00638298,0,R,0,1048576,0.000130225
0.00013514,1,W,0,1048576,0.00765495
0.00767583,0,R,0,1048576,9.5226e-05
0.000115823,1,W,0,1048576,0.00795758
0.00797623,0,R,0,1048576,8.8297e-05
9.1928e-05,1,W,0,1048576,0.00783939
0.00785443,0,R,0,1048576,8.4405e-05
8.8137e-05,1,W,0,1048576,0.00775266
0.00778904,0,R,0,1048576,0.00017329
0.000179994,1,W,0,1048576,0.00777842
0.00781356,0,R,0,1048576,0.000135598
0.000141286,1,W,0,1048576,0.000854017
0.000864618,0,R,0,1048576,8.1595e-05
8.5184e-05,1,W,0,1048576,0.00760163
0.0076338,0,R,0,1048576,9.2196e-05
9.8447e-05,1,W,0,1048576,0.00773732
0.00775421,0,R,0,1048576,8.4075e-05
8.8023e-05,1,W,0,1048576,0.00791184
0.00793514,0,R,0,1048576,9.7063e-05
0.000101208,1,W,0,1048576,0.00772587
0.00774635,0,R,0,1048576,8.5597e-05
8.9981e-05,1,W,0,1048576,0.0256503
0.0256997,0,R,0,1048576,0.00024189
0.000255969,1,W,0,1048576,0.00173439
0.00175223,0,R,0,1048576,0.00023131
0.000239718,1,W,0,1048576,0.00169483
0.00171211,0,R,0,1048576,0.000231487
0.000239066,1,W,0,1048576,0.00178375
0.00181255,0,R,0,1048576,0.000232609
0.000241467,1,W,0,1048576,0.00763076
0.00766545,0,R,0,1048576,0.0001525
0.000158336,1,W,0,1048576,0.00768788
0.00771545,0,R,0,1048576,0.000149424
0.000154384,1,W,0,1048576,0.00769533
0.00772418,0,R,0,1048576,9.954e-05
0.000105713,1,W,0,1048576,0.00102281
0.00106902,0,R,0,1048576,0.000110396
0.000119858,1,W,0,1048576,0.007962
0.00800019,0,R,0,1048576,0.000175285
0.000182656,1,W,0,1048576,0.00728337
0.00731858,0,R,0,1048576,0.000127195
0.000135521,1,W,0,1048576,0.011673
0.0117081,0,R,0,1048576,0.000115786
0.000121212,1,W,0,1048576,0.00742109
0.00745339,0,R,0,1048576,0.000170946
0.000177018,1,W,0,1048576,0.0115985
0.0116407,0,R,0,1048576,0.000212785
0.000218744,1,W,0,1048576,0.00074321
0.000753958,0,R,0,1048576,8.1642e-05
8.5409e-05,1,W,0,1048576,0.00733474
0.00736316,0,R,0,1048576,0.000196417
0.000206996,1,W,0,1048576,0.00787027
0.0078991,0,R,0,1048576,0.000128216
0.000137266,1,W,0,1048576,0.00748741
0.00752037,0,R,0,1048576,0.000148525
0.000153405,1,W,0,1048576,0.00782814
0.00786826,0,R,0,1048576,0.000256958
0.000266077,1,W,0,1048576,0.00766498
0.00770221,0,R,0,1048576,0.000322888
0.000333808,1,W,0,1048576,0.00752687
0.00756482,0,R,0,1048576,0.00023837
0.000248192,1,W,0,1048576,0.00761789
0.00765429,0,R,0,1048576,0.000180344
0.000185701,1,W,0,1048576,0.000962052
0.000981302,0,R,0,1048576,0.000105947
0.000113723,1,W,0,1048576,0.00774193
0.00777382,0,R,0,1048576,0.000103341
0.000108296,1,W,0,1048576,0.00768597
0.00771582,0,R,0,1048576,9.5031e-05
0.000116347,1,W,0,1048576,0.00800788
0.00803353,0,R,0,1048576,9.512e-05
9.992e-05,1,W,0,1048576,0.00823635
0.00826981,0,R,0,1048576,0.000232112
0.000241174,1,W,0,1048576,0.00741795
0.00744921,0,R,0,1048576,0.000191628
0.000199455,1,W,0,1048576,0.00712634
0.00715824,0,R,0,1048576,0.00012266
0.000127683,1,W,0,1048576,0.00810486
0.00814007,0,R,0,1048576,0.000169002
0.000179015,1,W,0,1048576,0.00748302
0.00750869,0,R,0,1048576,9.9251e-05
0.000103205,1,W,0,1048576,0.00800313
0.00804282,0,R,0,1048576,0.000246858
0.000261325,1,W,0,1048576,0.00738018
0.00741295,0,R,0,1048576,0.000191096
0.000201167,1,W,0,1048576,0.00775795
0.00779673,0,R,0,1048576,0.000237934
0.000247471,1,W,0,1048576,0.0732763
0.0733108,0,R,0,1048576,0.00018083
0.000186693,1,W,0,1048576,0.00080224
0.000815791,0,R,0,1048576,9.0776e-05
9.4823e-05,1,W,0,1048576,0.000867382
0.000880712,0,R,0,1048576,0.000135248
0.000141626,1,W,0,1048576,0.000778452
0.000788783,0,R,0,1048576,8.7982e-05
9.1965e-05,1,W,0,1048576,0.000914666
0.000939212,0,R,0,1048576,0.000121042
0.000128812,1,W,0,1048576,0.000858792
0.0008727,0,R,0,1048576,8.8279e-05
9.251e-05,1,W,0,1048576,0.000893706
0.00090718,0,R,0,1048576,8.8881e-05
9.3011e-05,1,W,0,1048576,0.000753984
0.000779649,0,R,0,1048576,9.5364e-05
0.000102184,1,W,0,1048576,0.000817484
0.000826077,0,R,0,1048576,8.7069e-05
9.0903e-05,1,W,0,1048576,0.00072775
0.000733946,0,R,0,1048576,8.7002e-05
9.0458e-05,1,W,0,1048576,0.000730092
0.000735946,0,R,0,1048576,9.602e-05
0.000103302,1,W,0,1048576,0.00508031
0.00510386,0,R,0,1048576,9.5831e-05
0.000100361,1,W,0,1048576,0.00807717
0.00810984,0,R,0,1048576,0.000141268
0.000149634,1,W,0,1048576,0.00832278
0.00835948,0,R,0,1048576,0.000279127
0.00029107,1,W,0,1048576,0.00691679
0.00695879,0,R,0,1048576,0.000163116
0.00017714,1,W,0,1048576,0.00782688
0.00784691,0,R,0,1048576,9.2116e-05
9.7338e-05,1,W,0,1048576,0.00795636
0.00798922,0,R,0,1048576,0.000138412
0.000143952,1,W,0,1048576,0.00784632
0.00788157,0,R,0,1048576,0.000234033
0.000243223,1,W,0,1048576,0.0074265
0.00744493,0,R,0,1048576,9.0565e-05
9.4616e-05,1,W,0,1048576,0.00790829
0.00792306,0,R,0,1048576,8.4584e-05
8.8626e-05,1,W,0,1048576,0.00778619
0.00781913,0,R,0,1048576,0.000166805
0.000174795,1,W,0,1048576,0.00766245
0.00770044,0,R,0,1048576,0.00017272
0.000178805,1,W,0,1048576,0.000670565
0.000679572,0,R,0,1048576,8.0852e-05
8.4424e-05,1,W,0,1048576,0.00791151
0.00793601,0,R,0,1048576,8.9679e-05
0.000109389,1,W,0,1048576,0.00766811
0.00768367,0,R,0,1048576,9.4552e-05
9.9652e-05,1,W,0,1048576,0.00827975
0.00831554,0,R,0,1048576,0.000131576
0.000139911,1,W,0,1048576,0.00804831
0.00808783,0,R,0,1048576,0.000233418
0.000242333,1,W,0,1048576,0.007119
0.00714343,0,R,0,1048576,8.7804e-05
9.2536e-05,1,W,0,1048576,0.00837579
0.00841301,0,R,0,1048576,0.000240654
0.000254937,1,W,0,1048576,0.00713261
0.00715626,0,R,0,1048576,0.000141871
0.000148131,1,W,0,1048576,0.00761463
0.00764715,0,R,0,1048576,0.000122989
0.000129222,1,W,0,1048576,0.00811658
0.0081381,0,R,0,1048576,0.000240173
0.00025014,1,W,0,1048576,0.00747431
0.00750919,0,R,0,1048576,0.000130161
0.000135875,1,W,0,1048576,0.00787092
0.00789619,0,R,0,1048576,0.000208921
0.000224796,1,W,0,1048576,0.00760678
0.00762841,0,R,0,1048576,9.5163e-05
0.000100517,1,W,0,1048576,0.00774474
0.00776839,0,R,0,1048576,0.000112799
0.000117456,1,W,0,1048576,0.00785615
0.00789883,0,R,0,1048576,0.000168216
0.000175139,1,W,0,1048576,0.00778624
0.00781329,0,R,0,1048576,0.000137234
0.000142413,1,W,0,1048576,0.0119265
0.0119595,0,R,0,1048576,0.00016193
0.000167598,1,W,0,1048576,0.000895716
0.000911609,0,R,0,1048576,0.000114361
0.000121447,1,W,0,1048576,0.00704581
0.00708963,0,R,0,1048576,0.000118457
0.000123892,1,W,0,1048576,0.00770717
0.00774165,0,R,0,1048576,0.00011793
0.000124165,1,W,0,1048576,0.00829307
0.0083199,0,R,0,1048576,0.000208729
0.00021679,1,W,0,1048576,0.00760478
0.00764422,0,R,0,1048576,0.00037463
0.000390002,1,W,0,1048576,0.00720783
0.00722472,0,R,0,1048576,9.0867e-05
9.518e-05,1,W,0,1048576,0.00816028
0.00819557,0,R,0,1048576,0.000220028
0.00023156,1,W,0,1048576,0.00745046
0.00747857,0,R,0,1048576,0.000127488
0.00013684,1,W,0,1048576,0.00783557
0.00787624,0,R,0,1048576,0.000238036
0.000247888,1,W,0,1048576,0.00760285
0.00763659,0,R,0,1048576,0.000193781
0.000204067,1,W,0,1048576,0.00767034
0.00769818,0,R,0,1048576,0.000121055
0.00012639,1,W,0,1048576,0.00776141
0.00778061,0,R,0,1048576,0.000101018
0.000105467,1,W,0,1048576,0.00771315
0.00775039,0,R,0,1048576,0.000182836
0.00019514,1,W,0,1048576,0.00156655
0.00159259,0,R,0,1048576,0.000231213
0.000240152,1,W,0,1048576,0.00758764
0.00761084,0,R,0,1048576,8.9394e-05
9.3563e-05,1,W,0,1048576,0.00732246
0.00735367,0,R,0,1048576,0.000146211
0.00015583,1,W,0,1048576,0.00778325
0.00780433,0,R,0,1048576,0.000134262
0.000139412,1,W,0,1048576,0.00755192
0.00758623,0,R,0,1048576,0.000110261
0.0001334,1,W,0,1048576,0.00778711
0.0078117,0,R,0,1048576,0.000106678
0.000111215,1,W,0,1048576,0.00801281
0.00804275,0,R,0,1048576,0.000152689
0.000159164,1,W,0,1048576,0.00771866
0.00775533,0,R,0,1048576,0.000165522
0.000170381,1,W,0,1048576,0.00771017
0.00774601,0,R,0,1048576,0.000169495
0.000178812,1,W,0,1048576,0.00771373
0.00775167,0,R,0,1048576,0.000198696
0.000206191,1,W,0,1048576,0.00770578
0.00775132,0,R,0,1048576,0.000194227
0.000204099,1,W,0,1048576,0.00750077
0.007533,0,R,0,1048576,0.000155265
0.000162606,1,W,0,1048576,0.00789811
0.00794163,0,R,0,1048576,0.000262739
0.000271379,1,W,0,1048576,0.00111481
0.00112956,0,R,0,1048576,0.000172839
0.000179433,1,W,0,1048576,0.00668321
0.00670282,0,R,0,1048576,8.811e-05
9.2194e-05,1,W,0,1048576,0.00764017
0.00767096,0,R,0,1048576,0.000113492
0.000118485,1,W,0,1048576,0.00743113
0.00747138,0,R,0,1048576,0.000180975
0.000188493,1,W,0,1048576,0.000733914
0.000747773,0,R,0,1048576,8.8636e-05
9.3017e-05,1,W,0,1048576,0.00757193
0.00760403,0,R,0,1048576,0.000107327
0.000111886,1,W,0,1048576,0.00817629
0.00820566,0,R,0,1048576,0.000137296
0.00014308,1,W,0,1048576,0.00798525
0.00800862,0,R,0,1048576,0.00017522
0.00018237,1,W,0,1048576,0.00766057
0.00772051,0,R,0,1048576,0.00023376
0.00024302,1,W,0,1048576,0.143826
0.143866,0,R,0,1048576,0.000155013
0.000164395,1,W,0,1048576,0.000909739
0.000932801,0,R,0,1048576,0.000110101
0.000114426,1,W,0,1048576,0.0008402
0.000857612,0,R,0,1048576,9.3156e-05
9.7376e-05,1,W,0,1048576,0.000993551
0.00101031,0,R,0,1048576,9.1612e-05
9.5355e-05,1,W,0,1048576,0.00146238
0.00148148,0,R,0,1048576,0.000230558
0.000239036,1,W,0,1048576,0.00154405
0.0015592,0,R,0,1048576,0.000260564
0.000271545,1,W,0,1048576,0.00151478
0.00152958,0,R,0,1048576,0.000230029
0.000238251,1,W,0,1048576,0.00145615
0.00147454,0,R,0,1048576,0.000274832
0.00029368,1,W,0,1048576,0.00123586
0.00125637,0,R,0,1048576,9.5072e-05
0.000101811,1,W,0,1048576,0.000699251
0.000706224,0,R,0,1048576,8.7214e-05
9.1234e-05,1,W,0,1048576,0.000718386
0.000727504,0,R,0,1048576,8.7523e-05
9.1297e-05,1,W,0,1048576,0.000779082
0.000790908,0,R,0,1048576,8.9122e-05
9.2864e-05,1,W,0,1048576,0.000836449
0.00085455,0,R,0,1048576,9.0983e-05
9.576e-05,1,W,0,1048576,0.000757159
0.00077357,0,R,0,1048576,8.9433e-05
9.3704e-05,1,W,0,1048576,0.000769162
0.000777663,0,R,0,1048576,8.8061e-05
9.1952e-05,1,W,0,1048576,0.000818807
0.000831875,0,R,0,1048576,8.9211e-05
0.000109933,1,W,0,1048576,0.000786408
0.000801913,0,R,0,1048576,9.1803e-05
9.6032e-05,1,W,0,1048576,0.000694016
0.000705696,0,R,0,1048576,8.7147e-05
9.1735e-05,1,W,0,1048576,0.000666436
0.000676691,0,R,0,1048576,9.4632e-05
0.000102889,1,W,0,1048576,0.000754552
0.000763518,0,R,0,1048576,8.7263e-05
9.1131e-05,1,W,0,1048576,0.000804856
0.000815729,0,R,0,1048576,8.7072e-05
9.0873e-05,1,W,0,1048576,0.00078052
0.00078826,0,R,0,1048576,8.7043e-05
9.0801e-05,1,W,0,1048576,0.000805486
0.000811716,0,R,0,1048576,8.6675e-05
9.0347e-05,1,W,0,1048576,0.000827139
0.000833722,0,R,0,1048576,8.7112e-05
9.0715e-05,1,W,0,1048576,0.000871703
0.000880035,0,R,0,1048576,8.7552e-05
9.1891e-05,1,W,0,1048576,0.000846468
0.000852958,0,R,0,1048576,8.6944e-05
9.0424e-05,1,W,0,1048576,0.000892236
0.000903928,0,R,0,1048576,8.8305e-05
9.2442e-05,1,W,0,1048576,0.000969946
0.000981051,0,R,0,1048576,8.7255e-05
9.1068e-05,1,W,0,1048576,0.000904236
0.000913625,0,R,0,1048576,8.6795e-05
9.0508e-05,1,W,0,1048576,0.000958611
0.000972354,0,R,0,1048576,0.000106695
0.000111858,1,W,0,1048576,0.00801389
0.00803903,0,R,0,1048576,0.000114383
0.000124128,1,W,0,1048576,0.00794589
0.0079655,0,R,0,1048576,0.000140505
0.000146262,1,W,0,1048576,0.00784101
0.00789805,0,R,0,1048576,0.000112143
0.000118081,1,W,0,1048576,0.00770566
0.00773255,0,R,0,1048576,0.000221027
0.000237195,1,W,0,1048576,0.00770734
0.00775008,0,R,0,1048576,0.000250269
0.000267431,1,W,0,1048576,0.00168593
0.00169999,0,R,0,1048576,0.000230207
0.000238939,1,W,0,1048576,0.00668472
0.00670377,0,R,0,1048576,0.000104584
0.000109372,1,W,0,1048576,0.00783889
0.0078669,0,R,0,1048576,9.1833e-05
9.7435e-05,1,W,0,1048576,0.00849641
0.00852049,0,R,0,1048576,0.000113456
0.00012092,1,W,0,1048576,0.00795915
0.00800104,0,R,0,1048576,0.000210558
0.000222381,1,W,0,1048576,0.0074681
0.00749213,0,R,0,1048576,0.000113659
0.000120531,1,W,0,1048576,0.00783964
0.00787839,0,R,0,1048576,0.000197969
0.000210055,1,W,0,1048576,0.00764084
0.00767121,0,R,0,1048576,0.000335256
0.000351263,1,W,0,1048576,0.00727604
0.00730899,0,R,0,1048576,0.000104486
0.000109273,1,W,0,1048576,0.00814164
0.00817913,0,R,0,1048576,0.000177753
0.000185295,1,W,0,1048576,0.00774436
0.00776815,0,R,0,1048576,0.000180342
0.000189244,1,W,0,1048576,0.00762146
0.00764868,0,R,0,1048576,0.000163247
0.000169765,1,W,0,1048576,0.00788731
0.00791417,0,R,0,1048576,0.00017527
0.000182242,1,W,0,1048576,0.00772445
0.00774556,0,R,0,1048576,0.000159529
0.000187828,1,W,0,1048576,0.00763698
0.00767276,0,R,0,1048576,0.000203046
0.000215267,1,W,0,1048576,0.00750088
0.00752701,0,R,0,1048576,0.000109188
0.000114608,1,W,0,1048576,0.00779511
0.00781349,0,R,0,1048576,9.3898e-05
9.8865e-05,1,W,0,1048576,0.00792772
0.00796133,0,R,0,1048576,0.000130827
0.000135759,1,W,0,1048576,0.00779072
0.00782551,0,R,0,1048576,0.000131446
0.000136825,1,W,0,1048576,0.00783762
0.0078676,0,R,0,1048576,0.000116295
0.00012069,1,W,0,1048576,0.00796702
0.0079975,0,R,0,1048576,0.00012876
0.000137826,1,W,0,1048576,0.0630491
0.0631231,0,R,0,1048576,0.000244165
0.000260012,1,W,0,1048576,0.000725291
0.000734806,0,R,0,1048576,8.7511e-05
9.1324e-05,1,W,0,1048576,0.000747603
0.000760652,0,R,0,1048576,9.1756e-05
9.5957e-05,1,W,0,1048576,0.000725933
0.000736806,0,R,0,1048576,8.9864e-05
9.3695e-05,1,W,0,1048576,0.000933681
0.000962901,0,R,0,1048576,0.000189098
0.00019802,1,W,0,1048576,0.000898784
0.000916485,0,R,0,1048576,9.2738e-05
9.8196e-05,1,W,0,1048576,0.000904823
0.000921495,0,R,0,1048576,8.923e-05
9.3524e-05,1,W,0,1048576,0.000937646
0.000953972,0,R,0,1048576,9.3782e-05
9.8204e-05,1,W,0,1048576,0.000775586
0.000784513,0,R,0,1048576,8.7976e-05
9.1927e-05,1,W,0,1048576,0.000776205
0.000795658,0,R,0,1048576,8.676e-05
9.099e-05,1,W,0,1048576,0.00079089
0.000800385,0,R,0,1048576,8.7512e-05
9.1229e-05,1,W,0,1048576,0.00725638
0.00727702,0,R,0,1048576,8.2626e-05
8.6587e-05,1,W,0,1048576,0.00782607
0.00785476,0,R,0,1048576,9.2622e-05
9.9295e-05,1,W,0,1048576,0.00797555
0.00800898,0,R,0,1048576,8.6536e-05
9.1368e-05,1,W,0,1048576,0.00821528
0.00825177,0,R,0,1048576,0.00014243
0.00014902,1,W,0,1048576,0.00790992
0.00793709,0,R,0,1048576,0.000140799
0.000146878,1,W,0,1048576,0.00842826
0.00846477,0,R,0,1048576,0.000241651
0.0002542,1,W,0,1048576,0.0137828
0.0138208,0,R,0,1048576,0.000245809
0.000262097,1,W,0,1048576,0.00770856
0.00773573,0,R,0,1048576,0.000152223
0.000158816,1,W,0,1048576,0.00796156
0.00799437,0,R,0,1048576,0.00016507
0.000172976,1,W,0,1048576,0.00768903
0.00772001,0,R,0,1048576,0.000196327
0.000203221,1,W,0,1048576,0.00800447
0.00803866,0,R,0,1048576,0.000196647
0.000204576,1,W,0,1048576,0.00784549
0.00787485,0,R,0,1048576,0.000233779
0.000243233,1,W,0,1048576,0.00758332
0.00761578,0,R,0,1048576,0.000148967
0.000156866,1,W,0,1048576,0.0118607
0.0118986,0,R,0,1048576,0.000161252
0.000169261,1,W,0,1048576,0.00121872
0.00123325,0,R,0,1048576,0.000112273
0.000137776,1,W,0,1048576,0.00766752
0.00769732,0,R,0,1048576,0.000113369
0.000118557,1,W,0,1048576,0.00774217
0.00777907,0,R,0,1048576,0.000128662
0.0001363,1,W,0,1048576,0.0116324
0.0116716,0,R,0,1048576,0.00012047
0.000128322,1,W,0,1048576,0.00736801
0.00740162,0,R,0,1048576,0.000136186
0.000143808,1,W,0,1048576,0.00776084
0.00779792,0,R,0,1048576,0.000111466
0.000116961,1,W,0,1048576,0.00792816
0.00795651,0,R,0,1048576,0.000119425
0.000125906,1,W,0,1048576,0.00899364
0.00902243,0,R,0,1048576,0.00023273
0.000242227,1,W,0,1048576,0.0137959
0.0138387,0,R,0,1048576,0.000240141
0.000249683,1,W,0,1048576,0.0079036
0.00793865,0,R,0,1048576,0.000233365
0.000242763,1,W,0,1048576,0.0077409
0.00775818,0,R,0,1048576,9.445e-05
0.000101417,1,W,0,1048576,0.00805837
0.00807975,0,R,0,1048576,0.000132066
0.00013744,1,W,0,1048576,0.00791948
0.00796028,0,R,0,1048576,0.000177267
0.000187228,1,W,0,1048576,0.00789752
0.00791098,0,R,0,1048576,8.9932e-05
9.3998e-05,1,W,0,1048576,0.00790987
0.00793229,0,R,0,1048576,9.7321e-05
0.00010393,1,W,0,1048576,0.00822584
0.00825449,0,R,0,1048576,0.000176983
0.000184695,1,W,0,1048576,0.0080692
0.0080931,0,R,0,1048576,0.000135456
0.00014423,1,W,0,1048576,0.00811529
0.0145772,0,R,0,1048576,0.000180101
0.000193398,1,W,0,1048576,0.00808707
0.00811716,0,R,0,1048576,0.000210883
0.00021992,1,W,0,1048576,0.00759051
0.00760668,0,R,0,1048576,9.235e-05
9.7605e-05,1,W,0,1048576,0.00836602
0.00838925,0,R,0,1048576,0.000209403
0.000217595,1,W,0,1048576,0.00759613
0.00762504,0,R,0,1048576,0.000108726
0.000115352,1,W,0,1048576,0.00832476
0.00835653,0,R,0,1048576,0.000143106
0.000149095,1,W,0,1048576,0.0077693
0.00778894,0,R,0,1048576,0.000132058
0.000137518,1,W,0,1048576,0.00814537
0.00817078,0,R,0,1048576,0.000145691
0.000151759,1,W,0,1048576,0.0147996
0.0148313,0,R,0,1048576,0.00017731
0.000184488,1,W,0,1048576,0.00776023
0.00778052,0,R,0,1048576,9.6028e-05
0.000100861,1,W,0,1048576,0.00829811
0.00833718,0,R,0,1048576,0.000216099
0.000256935,1,W,0,1048576,0.00799865
0.00802345,0,R,0,1048576,0.00023036
0.000239163,1,W,0,1048576,0.00783643
0.00786236,0,R,0,1048576,0.00017429
0.000181611,1,W,0,1048576,0.00819235
0.00822625,0,R,0,1048576,0.000310017
0.00032405,1,W,0,1048576,0.00754263
0.00759106,0,R,0,1048576,0.000426797
0.000442212,1,W,0,1048576,0.0145764
0.0146086,0,R,0,1048576,0.000232005
0.000241632,1,W,0,1048576,0.00775204
0.00777027,0,R,0,1048576,8.4782e-05
0.000103987,1,W,0,1048576,0.00824599
0.00827999,0,R,0,1048576,0.000143253
0.000148147,1,W,0,1048576,0.00761645
0.00763724,0,R,0,1048576,8.8263e-05
9.2985e-05,1,W,0,1048576,0.00842794
0.00845533,0,R,0,1048576,0.000163836
0.000170708,1,W,0,1048576,0.00798824
0.00801754,0,R,0,1048576,0.000191869
